Date,State,State_Code,District,District_Code,Confirmed,Active,Recovered,Deceased,Under_Observation,Home_Isolation,Symptomatic_Hospitalized,Symptomatic_Hospitalized_Today
23-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,18,17,1,9
23-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,9,9,0,0
23-02-2020,Kerala,32,Thrissur,594,1,0,1,0,27,26,1,4
23-02-2020,Kerala,32,Palakkad,593,0,0,0,0,10,10,0,1
23-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,1
23-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,3,3,0,0
23-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
23-02-2020,Kerala,32,Kannur,589,0,0,0,0,6,5,1,1
23-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,4,4,0,0
24-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,30,27,3,0
24-02-2020,Kerala,32,Kollam,600,0,0,0,0,4,4,0,0
24-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,2,2,0,0
24-02-2020,Kerala,32,Idukki,596,0,0,0,0,1,1,0,1
24-02-2020,Kerala,32,Kottayam,597,0,0,0,0,10,10,0,0
24-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,21,21,0,0
24-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,9,9,0,0
24-02-2020,Kerala,32,Thrissur,594,1,0,1,0,30,27,3,5
24-02-2020,Kerala,32,Palakkad,593,0,0,0,0,10,10,0,1
24-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,0
24-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,3,3,0,0
24-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
24-02-2020,Kerala,32,Kannur,589,0,0,0,0,6,5,1,0
24-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,4,4,0,0
25-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,31,27,4,1
25-02-2020,Kerala,32,Kollam,600,0,0,0,0,4,4,0,0
25-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,3,2,1,0
25-02-2020,Kerala,32,Idukki,596,0,0,0,0,1,1,0,0
25-02-2020,Kerala,32,Kottayam,597,0,0,0,0,10,10,0,0
25-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,17,17,0,4
25-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,10,10,0,0
25-02-2020,Kerala,32,Thrissur,594,1,0,1,0,27,25,2,5
25-02-2020,Kerala,32,Palakkad,593,0,0,0,0,6,6,0,4
25-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,0
25-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,4,4,0,0
25-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
25-02-2020,Kerala,32,Kannur,589,0,0,0,0,5,4,1,1
25-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,3,3,0,1
26-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,30,28,2,4
26-02-2020,Kerala,32,Kollam,600,0,0,0,0,4,4,0,0
26-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,3,3,0,0
26-02-2020,Kerala,32,Idukki,596,0,0,0,0,1,1,0,0
26-02-2020,Kerala,32,Kottayam,597,0,0,0,0,12,12,0,0
26-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,17,17,0,1
26-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,13,13,0,0
26-02-2020,Kerala,32,Thrissur,594,1,0,1,0,27,27,0,2
26-02-2020,Kerala,32,Palakkad,593,0,0,0,0,7,7,0,0
26-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,0
26-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,4,4,0,0
26-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
26-02-2020,Kerala,32,Kannur,589,0,0,0,0,6,6,0,0
26-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,3,3,0,0
27-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,26,24,2,4
27-02-2020,Kerala,32,Kollam,600,0,0,0,0,5,4,1,0
27-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,2,2,0,1
27-02-2020,Kerala,32,Idukki,596,0,0,0,0,0,0,0,1
27-02-2020,Kerala,32,Kottayam,597,0,0,0,0,13,13,0,1
27-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,20,19,1,0
27-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,21,20,1,0
27-02-2020,Kerala,32,Thrissur,594,1,0,1,0,22,21,1,7
27-02-2020,Kerala,32,Palakkad,593,0,0,0,0,8,8,0,1
27-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,0
27-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,5,4,1,0
27-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
27-02-2020,Kerala,32,Kannur,589,0,0,0,0,5,5,0,1
27-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,3,3,0,0
28-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,26,26,0,0
28-02-2020,Kerala,32,Kollam,600,0,0,0,0,7,5,2,0
28-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,2,2,0,0
28-02-2020,Kerala,32,Idukki,596,0,0,0,0,0,0,0,0
28-02-2020,Kerala,32,Kottayam,597,0,0,0,0,16,16,0,0
28-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,8,7,1,12
28-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,30,28,2,8
28-02-2020,Kerala,32,Thrissur,594,1,0,1,0,23,20,3,6
28-02-2020,Kerala,32,Palakkad,593,0,0,0,0,7,7,0,3
28-02-2020,Kerala,32,Malappuram,592,0,0,0,0,5,5,0,0
28-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,6,6,0,0
28-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
28-02-2020,Kerala,32,Kannur,589,0,0,0,0,3,3,0,2
28-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,3,3,0,3
29-02-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,26,25,1,1
29-02-2020,Kerala,32,Kollam,600,0,0,0,0,6,4,2,2
29-02-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,3,3,0,0
29-02-2020,Kerala,32,Idukki,596,0,0,0,0,3,3,0,0
29-02-2020,Kerala,32,Kottayam,597,0,0,0,0,26,26,0,0
29-02-2020,Kerala,32,Alappuzha,598,1,0,1,0,8,8,0,0
29-02-2020,Kerala,32,Ernakulam,595,0,0,0,0,41,40,1,0
29-02-2020,Kerala,32,Thrissur,594,1,0,1,0,38,35,3,0
29-02-2020,Kerala,32,Palakkad,593,0,0,0,0,2,2,0,5
29-02-2020,Kerala,32,Malappuram,592,0,0,0,0,6,5,1,0
29-02-2020,Kerala,32,Kozhikode,591,0,0,0,0,8,7,1,0
29-02-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
29-02-2020,Kerala,32,Kannur,589,0,0,0,0,9,9,0,0
29-02-2020,Kerala,32,Kasaragod,588,1,0,1,0,15,14,1,0
01-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,32,30,2,0
01-03-2020,Kerala,32,Kollam,600,0,0,0,0,6,5,1,0
01-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,1,1,0,2
01-03-2020,Kerala,32,Idukki,596,0,0,0,0,3,3,0,0
01-03-2020,Kerala,32,Kottayam,597,0,0,0,0,28,28,0,0
01-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,6,6,0,2
01-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,50,48,2,0
01-03-2020,Kerala,32,Thrissur,594,1,0,1,0,44,39,5,1
01-03-2020,Kerala,32,Palakkad,593,0,0,0,0,2,2,0,0
01-03-2020,Kerala,32,Malappuram,592,0,0,0,0,2,1,1,4
01-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,8,7,1,0
01-03-2020,Kerala,32,Wayanad,590,0,0,0,0,0,0,0,0
01-03-2020,Kerala,32,Kannur,589,0,0,0,0,9,9,0,0
01-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,15,14,1,0
02-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,28,25,3,8
02-03-2020,Kerala,32,Kollam,600,0,0,0,0,9,8,1,0
02-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,3,2,1,0
02-03-2020,Kerala,32,Idukki,596,0,0,0,0,5,5,0,3
02-03-2020,Kerala,32,Kottayam,597,0,0,0,0,35,35,0,2
02-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,9,9,0,1
02-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,80,78,2,0
02-03-2020,Kerala,32,Thrissur,594,1,0,1,0,52,46,6,4
02-03-2020,Kerala,32,Palakkad,593,0,0,0,0,9,8,1,0
02-03-2020,Kerala,32,Malappuram,592,0,0,0,0,6,6,0,2
02-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,9,7,2,0
02-03-2020,Kerala,32,Wayanad,590,0,0,0,0,4,4,0,0
02-03-2020,Kerala,32,Kannur,589,0,0,0,0,22,22,0,0
02-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,22,21,1,0
03-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,30,28,2,6
03-03-2020,Kerala,32,Kollam,600,0,0,0,0,24,22,2,0
03-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,6,3,3,0
03-03-2020,Kerala,32,Idukki,596,0,0,0,0,8,8,0,0
03-03-2020,Kerala,32,Kottayam,597,0,0,0,0,41,41,0,0
03-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,16,16,0,0
03-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,105,103,2,0
03-03-2020,Kerala,32,Thrissur,594,1,0,1,0,58,52,6,2
03-03-2020,Kerala,32,Palakkad,593,0,0,0,0,8,7,1,2
03-03-2020,Kerala,32,Malappuram,592,0,0,0,0,34,32,2,0
03-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,13,9,4,2
03-03-2020,Kerala,32,Wayanad,590,0,0,0,0,4,4,0,0
03-03-2020,Kerala,32,Kannur,589,0,0,0,0,31,30,1,0
03-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,33,33,0,0
04-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,29,27,2,3
04-03-2020,Kerala,32,Kollam,600,0,0,0,0,27,25,2,0
04-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,9,6,3,0
04-03-2020,Kerala,32,Idukki,596,0,0,0,0,9,9,0,0
04-03-2020,Kerala,32,Kottayam,597,0,0,0,0,42,42,0,5
04-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,19,19,0,0
04-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,126,124,2,0
04-03-2020,Kerala,32,Thrissur,594,1,0,1,0,63,54,9,0
04-03-2020,Kerala,32,Palakkad,593,0,0,0,0,11,11,0,2
04-03-2020,Kerala,32,Malappuram,592,0,0,0,0,44,38,6,0
04-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,21,16,5,1
04-03-2020,Kerala,32,Wayanad,590,0,0,0,0,4,4,0,0
04-03-2020,Kerala,32,Kannur,589,0,0,0,0,32,30,2,0
04-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,33,33,0,0
05-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,28,24,4,2
05-03-2020,Kerala,32,Kollam,600,0,0,0,0,28,26,2,1
05-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,9,6,3,4
05-03-2020,Kerala,32,Idukki,596,0,0,0,0,9,9,0,0
05-03-2020,Kerala,32,Kottayam,597,0,0,0,0,59,59,0,0
05-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,25,25,0,1
05-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,129,127,2,0
05-03-2020,Kerala,32,Thrissur,594,1,0,1,0,83,71,12,1
05-03-2020,Kerala,32,Palakkad,593,0,0,0,0,16,14,2,1
05-03-2020,Kerala,32,Malappuram,592,0,0,0,0,50,44,6,0
05-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,24,19,5,0
05-03-2020,Kerala,32,Wayanad,590,0,0,0,0,7,7,0,0
05-03-2020,Kerala,32,Kannur,589,0,0,0,0,38,35,3,0
05-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,42,42,0,0
06-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,28,25,3,0
06-03-2020,Kerala,32,Kollam,600,0,0,0,0,28,25,3,0
06-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,17,11,6,0
06-03-2020,Kerala,32,Idukki,596,0,0,0,0,10,10,0,0
06-03-2020,Kerala,32,Kottayam,597,0,0,0,0,64,64,0,1
06-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,28,27,1,0
06-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,131,129,2,13
06-03-2020,Kerala,32,Thrissur,594,1,0,1,0,95,83,12,0
06-03-2020,Kerala,32,Palakkad,593,0,0,0,0,17,14,3,0
06-03-2020,Kerala,32,Malappuram,592,0,0,0,0,55,50,5,0
06-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,24,18,6,0
06-03-2020,Kerala,32,Wayanad,590,0,0,0,0,9,9,0,0
06-03-2020,Kerala,32,Kannur,589,0,0,0,0,40,35,5,0
06-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,46,46,0,0
07-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,28,25,3,1
07-03-2020,Kerala,32,Kollam,600,0,0,0,0,30,27,3,0
07-03-2020,Kerala,32,Pathanamthitta,599,0,0,0,0,26,21,5,0
07-03-2020,Kerala,32,Idukki,596,0,0,0,0,11,11,0,0
07-03-2020,Kerala,32,Kottayam,597,0,0,0,0,71,71,0,0
07-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,33,30,3,0
07-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,138,134,4,0
07-03-2020,Kerala,32,Thrissur,594,1,0,1,0,101,86,15,0
07-03-2020,Kerala,32,Palakkad,593,0,0,0,0,18,14,4,1
07-03-2020,Kerala,32,Malappuram,592,0,0,0,0,41,30,11,15
07-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,33,28,5,1
07-03-2020,Kerala,32,Wayanad,590,0,0,0,0,10,9,1,0
07-03-2020,Kerala,32,Kannur,589,0,0,0,0,45,37,8,2
07-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,52,51,1,0
08-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,33,29,4,2
08-03-2020,Kerala,32,Kollam,600,0,0,0,0,40,37,3,0
08-03-2020,Kerala,32,Pathanamthitta,599,5,5,0,0,36,26,10,0
08-03-2020,Kerala,32,Idukki,596,0,0,0,0,12,12,0,0
08-03-2020,Kerala,32,Kottayam,597,0,0,0,0,77,77,0,0
08-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,39,36,3,0
08-03-2020,Kerala,32,Ernakulam,595,0,0,0,0,147,141,6,0
08-03-2020,Kerala,32,Thrissur,594,1,0,1,0,117,97,20,0
08-03-2020,Kerala,32,Palakkad,593,0,0,0,0,17,12,5,9
08-03-2020,Kerala,32,Malappuram,592,0,0,0,0,48,33,15,3
08-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,46,41,5,0
08-03-2020,Kerala,32,Wayanad,590,0,0,0,0,10,9,1,0
08-03-2020,Kerala,32,Kannur,589,0,0,0,0,54,43,11,0
08-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,56,55,1,0
09-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,33,22,11,7
09-03-2020,Kerala,32,Kollam,600,0,0,0,0,75,66,9,6
09-03-2020,Kerala,32,Pathanamthitta,599,5,5,0,0,53,41,12,2
09-03-2020,Kerala,32,Idukki,596,0,0,0,0,38,37,1,1
09-03-2020,Kerala,32,Kottayam,597,0,0,0,0,83,79,4,4
09-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,71,65,6,3
09-03-2020,Kerala,32,Ernakulam,595,1,1,0,0,177,171,6,0
09-03-2020,Kerala,32,Thrissur,594,1,0,1,0,211,172,39,22
09-03-2020,Kerala,32,Palakkad,593,0,0,0,0,36,22,14,12
09-03-2020,Kerala,32,Malappuram,592,0,0,0,0,76,52,24,20
09-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,72,66,6,2
09-03-2020,Kerala,32,Wayanad,590,0,0,0,0,15,14,1,1
09-03-2020,Kerala,32,Kannur,589,0,0,0,0,83,69,14,4
09-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,93,91,2,1
10-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,92,76,16,6
10-03-2020,Kerala,32,Kollam,600,0,0,0,0,85,75,10,4
10-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,60,45,15,5
10-03-2020,Kerala,32,Idukki,596,0,0,0,0,46,45,1,0
10-03-2020,Kerala,32,Kottayam,597,2,2,0,0,92,82,10,6
10-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,98,78,20,14
10-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,248,225,23,6
10-03-2020,Kerala,32,Thrissur,594,1,0,1,0,277,209,68,35
10-03-2020,Kerala,32,Palakkad,593,0,0,0,0,73,48,25,11
10-03-2020,Kerala,32,Malappuram,592,0,0,0,0,75,30,45,21
10-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,133,118,15,10
10-03-2020,Kerala,32,Wayanad,590,0,0,0,0,23,22,1,0
10-03-2020,Kerala,32,Kannur,589,0,0,0,0,88,79,9,2
10-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,105,104,1,0
11-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,127,114,13,1
11-03-2020,Kerala,32,Kollam,600,0,0,0,0,177,167,10,6
11-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,892,860,32,17
11-03-2020,Kerala,32,Idukki,596,0,0,0,0,53,53,0,0
11-03-2020,Kerala,32,Kottayam,597,2,2,0,0,243,231,12,2
11-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,128,111,17,1
11-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,304,280,24,8
11-03-2020,Kerala,32,Thrissur,594,1,0,1,0,613,535,78,12
11-03-2020,Kerala,32,Palakkad,593,0,0,0,0,102,77,25,4
11-03-2020,Kerala,32,Malappuram,592,0,0,0,0,93,32,61,21
11-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,301,291,10,5
11-03-2020,Kerala,32,Wayanad,590,0,0,0,0,28,27,1,0
11-03-2020,Kerala,32,Kannur,589,0,0,0,0,128,121,7,3
11-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,124,121,3,3
12-03-2020,Kerala,32,Thiruvananthapuram,601,0,0,0,0,142,137,5,2
12-03-2020,Kerala,32,Kollam,600,0,0,0,0,227,216,11,2
12-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,896,862,34,2
12-03-2020,Kerala,32,Idukki,596,0,0,0,0,61,61,0,0
12-03-2020,Kerala,32,Kottayam,597,2,2,0,0,409,398,11,0
12-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,161,140,21,5
12-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,359,322,37,16
12-03-2020,Kerala,32,Thrissur,594,2,1,1,0,843,770,73,8
12-03-2020,Kerala,32,Palakkad,593,0,0,0,0,119,89,30,8
12-03-2020,Kerala,32,Malappuram,592,0,0,0,0,132,103,29,13
12-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,483,476,7,3
12-03-2020,Kerala,32,Wayanad,590,0,0,0,0,38,38,0,0
12-03-2020,Kerala,32,Kannur,589,1,1,0,0,151,144,7,4
12-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,159,154,5,2
13-03-2020,Kerala,32,Thiruvananthapuram,601,3,3,0,0,226,208,18,13
13-03-2020,Kerala,32,Kollam,600,0,0,0,0,324,312,12,3
13-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,932,903,29,5
13-03-2020,Kerala,32,Idukki,596,0,0,0,0,52,52,0,0
13-03-2020,Kerala,32,Kottayam,597,2,2,0,0,736,725,11,2
13-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,265,252,13,7
13-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,437,407,30,1
13-03-2020,Kerala,32,Thrissur,594,2,1,1,0,1150,1078,72,5
13-03-2020,Kerala,32,Palakkad,593,0,0,0,0,146,124,22,7
13-03-2020,Kerala,32,Malappuram,592,0,0,0,0,165,135,30,1
13-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,592,585,7,4
13-03-2020,Kerala,32,Wayanad,590,0,0,0,0,57,57,0,0
13-03-2020,Kerala,32,Kannur,589,1,1,0,0,181,158,23,16
13-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,205,195,10,5
14-03-2020,Kerala,32,Thiruvananthapuram,601,3,3,0,0,313,284,29,15
14-03-2020,Kerala,32,Kollam,600,0,0,0,0,308,290,18,7
14-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,969,941,28,4
14-03-2020,Kerala,32,Idukki,596,0,0,0,0,58,58,0,0
14-03-2020,Kerala,32,Kottayam,597,2,2,0,0,802,791,11,1
14-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,523,513,10,1
14-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,526,500,26,3
14-03-2020,Kerala,32,Thrissur,594,2,1,1,0,1391,1331,60,12
14-03-2020,Kerala,32,Palakkad,593,0,0,0,0,154,132,22,5
14-03-2020,Kerala,32,Malappuram,592,0,0,0,0,195,164,31,22
14-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,1837,1819,18,16
14-03-2020,Kerala,32,Wayanad,590,0,0,0,0,105,105,0,0
14-03-2020,Kerala,32,Kannur,589,1,1,0,0,261,218,43,20
14-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,235,229,6,0
15-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,1449,1406,43,16
15-03-2020,Kerala,32,Kollam,600,0,0,0,0,368,355,13,0
15-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,1638,1609,29,4
15-03-2020,Kerala,32,Idukki,596,1,1,0,0,75,75,0,0
15-03-2020,Kerala,32,Kottayam,597,2,2,0,0,873,863,10,1
15-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,533,523,10,0
15-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,613,581,32,10
15-03-2020,Kerala,32,Thrissur,594,2,1,1,0,1574,1526,48,8
15-03-2020,Kerala,32,Palakkad,593,0,0,0,0,179,151,28,9
15-03-2020,Kerala,32,Malappuram,592,0,0,0,0,242,225,17,7
15-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,2683,2676,7,4
15-03-2020,Kerala,32,Wayanad,590,0,0,0,0,146,144,2,2
15-03-2020,Kerala,32,Kannur,589,1,1,0,0,305,261,44,7
15-03-2020,Kerala,32,Kasaragod,588,1,0,1,0,266,260,6,0
16-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,661,614,47,11
16-03-2020,Kerala,32,Kollam,600,0,0,0,0,414,401,13,2
16-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,1756,1735,21,3
16-03-2020,Kerala,32,Idukki,596,1,1,0,0,92,92,0,0
16-03-2020,Kerala,32,Kottayam,597,2,2,0,0,1034,1025,9,2
16-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,795,784,11,7
16-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,680,650,30,6
16-03-2020,Kerala,32,Thrissur,594,2,1,1,0,2041,1996,45,9
16-03-2020,Kerala,32,Palakkad,593,0,0,0,0,191,169,22,4
16-03-2020,Kerala,32,Malappuram,592,2,2,0,0,976,955,21,7
16-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,3215,3207,8,8
16-03-2020,Kerala,32,Wayanad,590,0,0,0,0,217,215,2,0
16-03-2020,Kerala,32,Kannur,589,1,1,0,0,372,336,36,10
16-03-2020,Kerala,32,Kasaragod,588,2,1,1,0,296,291,5,3
17-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,795,729,66,11
17-03-2020,Kerala,32,Kollam,600,0,0,0,0,667,655,12,1
17-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,2500,2478,22,4
17-03-2020,Kerala,32,Idukki,596,1,1,0,0,374,374,0,0
17-03-2020,Kerala,32,Kottayam,597,2,2,0,0,1246,1238,8,1
17-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,1107,1097,10,3
17-03-2020,Kerala,32,Ernakulam,595,3,3,0,0,938,917,21,1
17-03-2020,Kerala,32,Thrissur,594,2,1,1,0,2296,2258,38,7
17-03-2020,Kerala,32,Palakkad,593,0,0,0,0,232,205,27,9
17-03-2020,Kerala,32,Malappuram,592,2,2,0,0,2172,2154,18,7
17-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,4144,4130,14,10
17-03-2020,Kerala,32,Wayanad,590,0,0,0,0,377,377,0,0
17-03-2020,Kerala,32,Kannur,589,1,1,0,0,824,798,26,7
17-03-2020,Kerala,32,Kasaragod,588,2,1,1,0,339,333,6,4
18-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,2414,2350,64,3
18-03-2020,Kerala,32,Kollam,600,0,0,0,0,758,751,7,4
18-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,2900,2884,16,2
18-03-2020,Kerala,32,Idukki,596,1,1,0,0,442,442,0,0
